file_name,caption,duration
5xAzHL8Zlcs.wav,This audio contains a male voice talking. Then a short section of an orchestra is playing with a brass section and a lot of percussive hits. It instantly changes to someone playing a long note on a horn in a higher key. This is an amateur recording and may be playing during a documentary.,10.0
3jLef5eHgzU.wav,This audio contains someone playing a distorted e-guitar solo in a higher register along with acoustic drums with cymbal hits and a half open hit. An e-bass is underlining the rhythm. There are digital comedic noises and laughter that seem not to be part of the musical composition. This song may be playing in a comedic tv-show.,10.0
dzW5M4sCphI.wav,"A live recording of a brass ensemble in a chamber style arrangement. Natural reverb from a recital hall is present. The music features counterpoint amongst the different instruments, and the mood is stately and noble.",10.0
76ON0Ixrr9s.wav,"The low quality recording features an electric guitar melody playing. The melody fades out in the beginning and it starts playing again in the second part of the loop, where it has an echoing effect on. It gives off psychedelic vibes. The recording is noisy and in mono.",10.0
CgK0DU3KFBc.wav,This slow jazz song features a female voice. This is accompanied by an acoustic guitar playing chords. A keyboard plays a fills using a xylophone-like tone. The bass plays the root notes of the chords. Finger snaps are played in some spaces between lines. A shaker provides the percussion for this song. The song features a jazz chord progression providing some complexity to this song. The mood of this song is romantic. This song can be played in a romantic movie.,10.0
TPYNIc_M1ng.wav,"The clip is an upbeat, groovy funk song with jazzy elements. The retro vintage electric piano chords add an old school jazzy feel to the song. The bassline is intricate and bouncy and enables easy dancing.",10.0
H18aK9HhNSM.wav,"The low quality recording features a live performance of a country song played by ukulele orchestra, smooth double bass and sung by fruity male vocals. It is uptempo and it sounds energetic, even without drums, and passionate.",10.0
2_Vk3tmqz-0.wav,The clip sounds like a live performance of Hawaiian Luau music. The song has a generally positive and uplifting effect - it can put you into a good mood. There are several layers of guitars. There's also a main string instrument that plays arpeggiated notes.,10.0
KfAq7kxHjPk.wav,This song features a male voice singing the main melody. The first two lines are sung using the same melody and it culminates in the third line. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. The keyboard plays arpeggiated chords in the background. Another synth plays a windy pad voice throughout the song sounding like strings. This song has a holiday mood. This song can be played in a holiday movie.,10.0
XXBVsNt2Qr8.wav,"A female singer sings this passionate melody. The song is medium tempo with steady drumming rhythm, groovy bass line, Caribbean percussion, guitar accompaniment and a brass band playing percussively. The song is emotional and spirited. The song is a classic renege hit.",10.0
dalyCstquy8.wav,"This pop song features a female voice singing the main melody. Female voices sing backing vocals in between lines at the beginning. After three bars, the female voices sing in harmony with the main voice. This is accompanied by programmed percussion playing a simple beat. The snare is played on the third count of every bar. Synth strings play an epic style melody in the background. The bass plays the root notes of the chords. A piano plays a descending run in the first bar. The mood of this song is romantic. This song can be played in a romantic movie.",10.0
GYCfrx0ruz4.wav,"The low quality recording features an instrumental cover that consists exotic steel pan melody, punchy kick hits layered with claps, groovy piano chord progression and groovy bass. It is in mono and it sounds a bit harsh, but energetic, tropical and exotic.",10.0
n4PBoAedWVA.wav,"A male vocalist sings this Soft Rock. The tempo is slow with electronic arrangements,steady drumming, groovy bass line , and syncopated keyboard harmony. The background instruments play a dissonant melody. This song is a mellow, youthful, punchy, buoyant, Soft Rock.",10.0
Ce-Xok6SRPU.wav,"This is a classical orchestral piece. The piece gives off the feeling of intensity and excitement. It would be used in  any scene that is thrilling and suspenseful. We hear french horns, violins and tubas. The violins are used to create a hurried moment of tension before descending back to the main motif on the brass instruments.",10.0
Lwvf17xUxhE.wav,"This is a live recording of a section on the french horn, played in classical style. The piece ascends rapidly and then descends rapidly. The piece has a regal and important feel to it.",10.0
XW6tS4zAZ5E.wav,This audio contains trumpets playing the main melody in the higher mid range while oboes and flutes are playing a melody that sounds like a bunny hopping over obstacles. Then the music stops with a crashing sound and an alarm clock starts ringing. This song may be playing live as part of an orchestra composition.,10.0
WjPHxUtF9go.wav,The low quality recording features an emotional electric guitar melody. The recording is noisy and in mono as it was probably recorded with a poor quality microphone.,10.0
AJeRSlZuZbk.wav,This is a Kumaoni music piece. There is a male vocalist singing while playing a bina instrument at the same time. Both the vocal and the bina melody have a lot of vibrations.,10.0
rizanOQM61k.wav,"The low quality recording features passionate harmonizing choir vocals, alongside fruity male vocals. It sounds passionate, traditional and joyful. The recording is noisy and in mono.",10.0
